"ESTADO","INGRESOS","CASA","PRECIO_DISPOSITIVO","MESES","DURACION","SOBRECARGO","SALDO_RESTANTE","SATISFACCION"
"RETIRADO",7543480,1.76e+08,1806526,49,17.1,0,62.5,7.8216766746146
"RETIRADO",6921094,2.91e+08,1327822,12,16.6,203.362778434817,66.4,8.53748435071789
"VINCULADO",7956802,1.907e+09,939217,38,3,247.49085362138,55,8.55523867700624
"RETIRADO",6720354,4.87e+08,1457492,22,17.5,17.3305826991722,54.5,2.11374335313694
"VINCULADO",4013067,8.21e+08,509125,34,3.3,0.307548270540663,10.6,2.95125785836066
"RETIRADO",8014116,1.2e+08,2392281,36,14.7,199.605012665929,101.3,8.48094578064119
"RETIRADO",7963674,3.61e+08,346653,33,4.2,262.97446850652,79,8.16861126304614
"VINCULADO",4086443,4.54e+08,383648,27,2,13.0215397393026,9.6,3.33702601183553
"RETIRADO",7545404,5.87e+08,456720,2,16.2,138.792349214293,55.6,7.72067371474729
"VINCULADO",7474105,1.791e+09,1586161,31,2.5,0,88,2.2629114551376
"RETIRADO",7500216,8.3e+07,981506,0,17.1,13.9283777034156,66.8,2.11250562019222
"VINCULADO",1104687,9.16e+08,2022175,32,17.3,1.21438469101723,22.6,2.68512186056646
"RETIRADO",7084840,8.4e+07,1091743,33,2.4,224.002458502377,46.1,8.6963879618059
"VINCULADO",3756023,3.88e+08,792631,28,2.5,14.9150760220681,16,2.6559803499658
"RETIRADO",7039337,5.66e+08,1001027,19,2,247.535018978995,52.2,8.70508916362622
"RETIRADO",4139177,9.64e+08,764659,15,2.7,0,23.6,2.75347725139003
"VINCULADO",7067281,5.25e+08,409218,42,15.9,27.7939390683465,53,3.14751596824679
"RETIRADO",7296277,5.07e+08,1614699,0,14.8,160.422675165724,62.7,7.68144357059382
"VINCULADO",6908950,1.77e+08,1005135,25,16.1,0,67,1.76618152826136
"VINCULADO",7275807,9.3e+07,611923,18,15.8,4.86681418188754,44.2,3.21295592164814
"VINCULADO",5807146,5.29e+08,2013214,14,1.9,2.59424281936685,55.7,2.13412855408937
"RETIRADO",3537204,5.85e+08,285085,0,2.9,218.447380896808,27.5,8.64603836254393
"RETIRADO",3491391,7.63e+08,1156610,25,0,303.718778384027,10.3,8.68088416006261
"RETIRADO",6766189,7.03e+08,937310,38,1.4,176.574092358682,65.6,8.93173718618668
"VINCULADO",8040503,9.72e+08,1368786,58,16.4,0,62.5,2.82194968499439
"RETIRADO",667124,1.79e+08,781072,22,17,18.1943373368792,8.9,2.77027394169741
"RETIRADO",6911373,8.39e+08,1415567,0,2.4,272.079112624836,91.4,8.12019000627001
"RETIRADO",2553613,8.6e+07,379897,10,3.1,158.126123412446,15,8.30608210634548
"VINCULADO",1047175,7.79e+08,2210020,15,15.5,19.6825310603079,14.7,3.19771579531267
"VINCULADO",7622385,3.62e+08,1675537,13,16.5,49.3934879979431,62.8,2.54166780780582
"VINCULADO",3924415,5.11e+08,1319483,20,0,0,15.9,2.8359261466133
"RETIRADO",2258968,4.7e+08,1952071,21,0.8,194.717241530164,12.3,8.40084611805781
"VINCULADO",7029300,5.14e+08,675562,18,16,24.4897232170771,86.9,1.94539794024687
"RETIRADO",7683955,7.11e+08,2636783,27,16.7,207.749761611226,63,8.01150979193584
"VINCULADO",4263520,6.63e+08,1747915,0,3.2,5.58771458083957,11.8,2.29042271608976
"VINCULADO",6693711,1.44e+09,742019,27,16.7,311.752003606173,58,8.01637224084173
"VINCULADO",4063194,8.66e+08,2506158,23,2.2,54.5794157556181,7,3.07047296786847
"VINCULADO",7968463,9.91e+08,1689247,19,17.5,3.87445821963998,75.8,2.77357099263736
"VINCULADO",653932,7.71e+08,373422,29,15.9,80.2552257686683,1.7,2.52023942307352
"VINCULADO",2551811,6.4e+08,1262038,33,17,86.2499936698056,15.9,2.3378218680934
"RETIRADO",1093738,3.25e+08,353596,23,16.7,0,6.8,3.54013096932933
"RETIRADO",7756809,6.42e+08,430113,15,1.1,207.65624159881,28.8,7.79835146548388
"RETIRADO",3151180,6.63e+08,2923086,21,2,222.653140626775,9,7.97852738371486
"VINCULADO",1138443,5.57e+08,2027339,30,15.6,79.0487341873568,17.8,2.54072131152098
"VINCULADO",3887503,6.81e+08,394185,4,2.9,7.83582852794558,24.6,2.63367432320675
"VINCULADO",2495801,8.5e+07,1368417,4,14.9,0,16.1,2.05103566214934
"VINCULADO",6353383,5.17e+08,526783,17,17.6,39.7064254618275,65.4,2.05906486076776
"RETIRADO",1295475,4.21e+08,676924,49,16.9,317.221232254218,12.2,7.82393437489046
"RETIRADO",6461587,4.84e+08,2149132,30,0.1,213.532651176903,88,8.32241577036821
"RETIRADO",2279387,4.37e+08,1239033,58,16.4,181.540335609162,8.1,7.75403790585268
"VINCULADO",879405,8.6e+07,4044263,7,15.7,64.6866788843494,21.1,1.77995052557305
"RETIRADO",3147585,6.88e+08,1588518,30,1.5,272.21219032793,16.3,8.26467892024514
"VINCULADO",1004999,1.09e+08,569065,37,17.2,0,6.2,2.86681602881833
"VINCULADO",3085886,6.41e+08,986385,40,1.2,60.8326116782414,1.5,1.88396885951158
"RETIRADO",3706202,9.71e+08,1951757,16,3.9,199.782459025425,0,7.94697339259932
"VINCULADO",6421984,5.52e+08,1293016,42,16.6,34.7904566157121,65.4,2.97431245031773
"RETIRADO",6449779,8.5e+07,1008479,49,0.2,58.9762437525224,79.9,8.58558494915369
"RETIRADO",3874913,7.29e+08,398435,1,3.8,246.075228967154,0,7.97310342537455
"RETIRADO",1365400,2.93e+08,295626,40,17.6,202.120970948693,9,8.40655666553726
"VINCULADO",6795110,9.2e+08,1987660,19,1.8,15.859381252471,58.6,2.37355716968123
"RETIRADO",7439519,7.34e+08,2867917,12,1.7,208.708194119537,70.2,8.10095370276882
"RETIRADO",7296648,5.79e+08,2677515,30,16.9,192.478248739276,78.8,8.62445562197161
"RETIRADO",7691367,7.45e+08,1240816,14,16.2,131.472461452628,89,8.41926324329357
"RETIRADO",7540842,8.5e+07,1354943,16,0.2,217.71269863795,83.6,8.57912284947926
"RETIRADO",6748773,7.25e+08,727664,48,0,139.43156562207,71.2,7.75414519668747
"RETIRADO",5966766,8.66e+08,2681732,12,16.9,278.609875014956,70.1,8.64586184772035
"RETIRADO",654306,1.29e+08,1844372,30,16.8,204.894017373973,17.9,8.42288806817943
"VINCULADO",6406868,7.63e+08,1854774,5,17.7,29.2500466300591,41,1.91115029356979
"RETIRADO",4103143,5.56e+08,1103895,23,1.7,0,10.7,2.5816638753338
"VINCULADO",1711123,3.61e+08,2145310,15,16.3,68.5141923437508,20.5,2.99567788966582
"VINCULADO",7205496,9.69e+08,1534202,15,16.1,0,72.7,2.13096913128064
"RETIRADO",7830485,3.08e+08,1742051,25,0.2,5.11082855591748,67.7,2.46693685973263
"VINCULADO",7222353,6.87e+08,2336816,38,3.4,19.4685431289365,70.4,2.56601074410036
"VINCULADO",6817306,1.26e+08,2746563,24,15.7,3.30026955031432,101.3,2.51814006557606
"RETIRADO",1148617,1.013e+09,989728,35,15.1,0,17.5,3.50390775641435
"VINCULADO",1277187,9.27e+08,1867738,16,15.4,155.798352823924,15.1,8.54788218762103
"RETIRADO",8101891,1.964e+09,375165,17,16.2,171.708066666964,68.9,8.14845416008693
"RETIRADO",3431615,3.44e+08,1182999,24,2.7,262.816617268839,22.6,8.15484201067097
"VINCULADO",7113599,1.62e+08,813901,26,14.7,20.9949683129387,70.2,2.77309927576082
"RETIRADO",3184186,6.41e+08,980776,25,1.1,166.81790070887,25.7,8.65458943978317
"VINCULADO",6485367,3.69e+08,2049139,20,16.5,13.7613029476078,60.4,2.44856643074955
"VINCULADO",6984168,7.22e+08,896052,14,1.9,17.1832355296181,88.1,1.8755986277378
"RETIRADO",6595977,1.353e+09,907562,21,15.4,206.915973863906,80,7.88953840468868
"RETIRADO",3754601,1.169e+09,1639467,41,2.2,211.523776428537,16.5,8.43417801351289
"RETIRADO",4502101,7.22e+08,1528386,7,2.7,244.946523158262,14.3,8.22997145760101
"RETIRADO",3701269,8.39e+08,1991959,45,4.1,209.57860224341,14.9,8.56764109824544
"RETIRADO",6287892,3.08e+08,943505,0,14.9,52.7193621962627,66.9,7.68189171833555
"RETIRADO",2359632,5.47e+08,445164,16,2.5,207.849633805636,29.1,8.29523831714713
"RETIRADO",1436116,3.32e+08,3231486,32,16.1,127.809987179631,0.2,8.14821718776265
"VINCULADO",4501082,9.94e+08,2110339,5,0.5,17.9222481533942,13.4,2.55467232890116
"VINCULADO",1469135,9.44e+08,1905134,2,15.8,0,21,3.30201863567152
"VINCULADO",1956165,8.5e+07,2014011,9,13.9,149.808821857945,23.9,7.83299786681237
"VINCULADO",7612445,9.81e+08,1594231,47,16.8,0,106,3.31967453055926
"RETIRADO",7141085,1.718e+09,1912221,15,2.5,188.056397076021,92.8,8.08332806367032
"VINCULADO",1927446,4.02e+08,695299,28,16.5,0,0,2.68150968481763
"VINCULADO",6222157,1.23e+08,1841230,32,15,6.06661546606775,78.2,2.63570464981494
"RETIRADO",6706243,1.431e+09,1781895,0,1.4,226.444214222088,65,8.29365396157463
"RETIRADO",407863,8.88e+08,2441052,32,16.5,235.105079802743,19.8,8.25089942065238
"VINCULADO",4495491,6.25e+08,933977,19,2.2,14.0624069152109,13.1,3.06882284058724
"VINCULADO",4547111,7.9e+08,580974,26,2.1,63.9484857023208,20.6,2.80734546314041
"RETIRADO",7533936,4.09e+08,523653,5,16.6,14.3306064353171,66.9,2.96251604443988
"RETIRADO",4049535,8.54e+08,1596409,36,1.2,240.239819114698,31.5,8.67391217811456
"VINCULADO",6973718,7.54e+08,1223379,40,16.8,63.0487263636836,82.1,2.73003241854552
"RETIRADO",6825275,5.93e+08,1130534,0,1.4,121.974682739115,62.1,7.88287425759045
"VINCULADO",7829632,2.69e+08,504261,2,17.9,46.7146970536159,88.5,2.5322121948982
"VINCULADO",7527506,1.527e+09,1337326,9,1.6,41.0747718944081,83.2,2.11980515488264
"VINCULADO",7678883,9.58e+08,1796559,16,14.6,19.3438662993977,87.8,2.73424905951085
"VINCULADO",816963,2.3e+08,440803,1,15.2,22.9109263865146,19.7,2.01110628217656
"RETIRADO",7044121,1.216e+09,274504,16,16.4,161.192985642019,65.4,8.20346795562265
"RETIRADO",7991327,1.754e+09,1023148,0,16,256.117722095611,47.5,8.71711088590735
"RETIRADO",6961944,4.41e+08,1528492,6,16.9,153.865393013268,59.8,8.62141673500538
"RETIRADO",1407016,8.07e+08,858144,12,15.7,0,20.6,2.53231572949021
"RETIRADO",433850,6.19e+08,1406204,13,15.7,173.461376201329,12.4,8.63265216283752
"RETIRADO",150000,8.4e+07,953308,36,16.3,227.424012814694,12.2,8.20040080137068
"RETIRADO",6748892,4.85e+08,2940407,25,2,155.273043534679,65.4,8.88798109929936
"RETIRADO",7622221,5.91e+08,1023625,34,0,232.372451052708,62,8.51192968421638
"VINCULADO",1566817,3.32e+08,1588692,23,15.7,107.154114839403,21.5,2.630482324591
"VINCULADO",6817152,1.447e+09,463876,25,17.7,0,63.1,2.70850492690898
"VINCULADO",8017505,1.134e+09,949178,9,16.3,22.5043576081596,96,3.32945144018669
"RETIRADO",2515933,6.06e+08,593405,27,3.3,184.720902913405,22.2,8.2801895433428
"VINCULADO",7213178,7.35e+08,1429163,9,15.6,0,67.5,3.37392061394984
"VINCULADO",3851889,8.74e+08,1121266,21,1.7,1.51539056315332,9.4,3.021434963779
"RETIRADO",6823342,3.19e+08,2968691,19,1.7,14.2995697966405,49.4,3.55413390475496
"RETIRADO",7624439,1.819e+09,408485,20,16.8,180.406196342319,70.3,8.42941245732938
"VINCULADO",7290375,4.15e+08,365410,31,16.7,16.4086262865942,71.6,3.06932101841482
"VINCULADO",6750125,7.27e+08,833398,24,1.3,7.20783662961913,79.7,2.39738442996292
"RETIRADO",6295736,5.71e+08,380727,0,1.5,225.915566319803,46,8.29061426246795
"RETIRADO",3024885,8.6e+08,537524,15,0.2,33.5254341883435,23.3,3.05616931934481
"VINCULADO",7664100,7.44e+08,2549786,7,2.7,7.22612431733198,65.3,3.27644947342508
"VINCULADO",852565,1.5e+08,1354295,42,17.3,44.0739416248723,19.1,2.16856733081617
"VINCULADO",7763049,8.4e+07,1912518,54,2.8,0,83.8,2.60405344788572
"VINCULADO",691631,2.87e+08,678769,3,16,5.32579712406095,0.9,1.37510303459292
"VINCULADO",8271518,7.65e+08,1415529,19,14.7,16.7821336166206,70.3,2.81629718789159
"VINCULADO",2483316,5.86e+08,425418,12,1.7,0,22,2.73677369634715
"VINCULADO",150000,8.4e+07,425147,29,14.8,4.17756595536677,8.6,2.68639223351837
"RETIRADO",3783315,8.41e+08,1576254,19,1.9,261.968747733863,21.3,8.00606090845643
"VINCULADO",1111621,6.11e+08,1449736,51,14.9,0,12.4,3.13472393084743
"RETIRADO",229541,8.4e+07,474383,15,15.8,240.548954741672,24,8.2619902685923
"VINCULADO",1901056,6.09e+08,331754,29,16,233.009176004076,27.7,8.36323716220175
"RETIRADO",3018106,6.27e+08,2181196,17,1.1,190.479567719076,17.2,7.71147536433436
"RETIRADO",224942,5.74e+08,2019608,22,17.3,20.666360655247,22.8,2.06424430753042
"RETIRADO",539922,4.58e+08,438804,25,16.2,14.3368491013428,22.5,2.52317262372359
"RETIRADO",3856475,7.95e+08,1222838,21,1.3,18.759458819003,20.3,1.5865659421417
"RETIRADO",3907236,1.91e+08,779469,21,1.9,190.063529343805,7,8.13205770339373
"RETIRADO",7168926,1.73e+09,2371873,41,1.1,238.784298789046,49.5,8.28495103831454
"VINCULADO",3520294,8.32e+08,369145,27,1.4,19.8907386907435,0,2.60391303678846
"VINCULADO",7118590,1.489e+09,365637,26,2.2,57.1047934603897,38.8,2.31718119987734
"RETIRADO",7948300,8.5e+07,1713982,67,4.5,143.85724489111,54.6,8.6717793187993
"RETIRADO",1127478,2.41e+08,382072,25,14,88.1710340214457,6.3,8.37978048516888
"RETIRADO",7387143,6.46e+08,1815163,34,16.3,219.329478319827,78.6,8.31224491289992
"RETIRADO",515106,1.97e+08,667142,41,15.8,228.652538273982,15.9,8.72503082090163
"RETIRADO",4093452,9.56e+08,3325713,26,1.6,198.334295663091,6.5,8.8852652982392
"VINCULADO",1073294,4.16e+08,569338,26,16.7,7.15967803000416,8.4,3.04226351181926
"VINCULADO",3702834,7.78e+08,1867927,25,1.6,7.65069897555256,4.3,2.6162372296394
"RETIRADO",6467547,5.33e+08,1599160,30,0.3,173.452804861129,67,7.81730740384711
"VINCULADO",2321756,6.76e+08,499743,11,2.3,30.7901664405257,14.4,3.06966606281064
"VINCULADO",6939882,6.51e+08,976722,23,17.4,54.7801423211561,88.7,2.81325041200282
"RETIRADO",1311870,8.3e+07,1686891,0,16,170.324554832654,15.3,8.22543718728785
"RETIRADO",8720590,2.105e+09,1961051,22,2,131.517772003967,95,8.59785238276836
"RETIRADO",7595354,5.7e+08,1598621,24,13.9,336.050523555436,95.6,7.65450417531894
"VINCULADO",1860876,9.33e+08,1019501,38,16.8,74.1558018143588,14.7,2.2388649728951
"VINCULADO",1330860,6.8e+08,446152,8,17,182.35546746732,11.3,7.73972968155828
"RETIRADO",6793272,1.31e+09,1468007,24,14.9,205.797575164822,74.8,8.35283931549998
"VINCULADO",3129081,7.88e+08,1614219,26,1.4,82.9032162978076,18.4,2.27092619744112
"VINCULADO",2636023,6.36e+08,1156319,31,2.1,47.9433844582358,36.2,2.90044855201824
"VINCULADO",1309196,7.25e+08,409906,26,15.2,4.39463755204486,0,2.43626495772158
"RETIRADO",3587546,6.51e+08,1987779,29,2,135.825619398004,11.6,8.17219523953005
"RETIRADO",4195212,1.029e+09,670756,21,1.6,257.559014598868,4.7,8.40729365320724
"VINCULADO",7897127,1.705e+09,858640,29,1.4,0,45.9,2.40768131695786
"RETIRADO",7355260,1.668e+09,424634,8,1.4,117.081763578198,59,8.89106557285773
"RETIRADO",260638,8.3e+07,530243,6,15.8,153.383585133918,9,8.09046181722774
"VINCULADO",1358100,1.18e+08,759023,17,16.4,19.9634798313587,7.9,3.68295745877084
"VINCULADO",7789553,7.1e+08,1066804,7,14.3,48.9251997632487,86.7,2.59247064826788
"RETIRADO",8177613,1.29e+08,433951,42,0.6,190.928299768142,66.7,8.40891693801841
"VINCULADO",3303334,6.4e+08,385596,17,3.1,11.491626446137,18.4,1.45281785085147
"VINCULADO",7522384,1.813e+09,969404,0,1.1,22.6119672006153,65,2.45320326550803
"RETIRADO",6519707,1.7e+08,1581077,10,16.8,145.292215487269,44.9,8.07544056925677
"VINCULADO",6177388,1.389e+09,2678771,26,2.7,203.469268919279,81.7,8.33775516444635
"RETIRADO",6987176,1.61e+09,1723039,21,15.1,173.119949481161,77.4,8.16192111789585
"RETIRADO",7075636,8.4e+07,344408,35,17,216.403130783665,92.4,8.02991705492658
"VINCULADO",7580986,1.793e+09,651599,21,16.3,35.8509099091531,66.7,1.7962980912221
"RETIRADO",4264279,9.48e+08,460425,23,1,182.280551251708,1.6,8.03309279466653
"RETIRADO",6655104,6.09e+08,980603,62,2.6,147.288797161944,47.2,8.62589003299276
"RETIRADO",486287,8.7e+07,938166,31,16.1,283.128129510993,19.8,8.10647568623313
"VINCULADO",3254501,6.38e+08,3032031,15,3,224.504578415574,2.2,7.89619374534708
"VINCULADO",290450,8.5e+07,690353,23,16.5,294.628939627328,13.3,8.2661361928527
"RETIRADO",1499566,7.21e+08,2056707,19,16,134.073883590455,19.1,8.51391114228701
"VINCULADO",3299246,7.32e+08,370128,27,2.4,0,23,3.00058043538615
"RETIRADO",3638370,8.09e+08,470599,31,1,307.434631100124,21.6,8.43238305064939
"VINCULADO",2162802,1.53e+08,1435978,45,1.1,174.08412534795,26.2,8.15439774429321
"RETIRADO",1030883,2.3e+08,1557391,37,16.7,0,23,1.42451303413622
"RETIRADO",7258290,7.4e+08,605384,3,2.3,217.735930078722,32.4,8.28866342252865
"RETIRADO",7073196,2.88e+08,328586,13,16.8,164.956595902754,64,7.75648106339871
"VINCULADO",4522517,1.09e+09,909924,25,1.1,0,7.8,3.1566914940923
"RETIRADO",3859969,5.47e+08,330616,2,2.8,108.978802049167,20.4,8.21104748583551
"VINCULADO",8207355,1.679e+09,367011,1,17.8,0,41,1.57617599434651
"RETIRADO",3372298,7.44e+08,604539,20,1.4,243.075787661657,10.5,8.21800599525041
"RETIRADO",7292469,4.86e+08,2179744,34,15.5,203.699677532589,64.1,8.80346847817449
"RETIRADO",1210483,2.6e+08,2496220,9,14.9,257.24046404291,15.2,8.72310062339588
"VINCULADO",6797309,3.89e+08,1983069,43,18,0,45.1,2.40429275154505
"VINCULADO",3224854,7.63e+08,430701,28,1.7,68.339090148393,28.9,1.65975253316763
"RETIRADO",3854972,8.39e+08,1975066,21,2.7,277.059986470277,29,8.53552018902806
"VINCULADO",7542614,7.59e+08,962384,21,16.3,0,80.2,2.60844545446996
"RETIRADO",6756911,1.525e+09,477850,8,15.4,135.368950714839,58.9,8.0666216297424
"RETIRADO",7905578,1.276e+09,2565273,23,16.3,152.497386032799,73.4,7.98933490993153
"VINCULADO",7140079,1.679e+09,443233,15,15.9,30.9923580967698,62.9,1.92080337768172
"RETIRADO",8071904,1.63e+08,2531042,33,14.3,199.415757042359,83.9,8.20369515623403
"RETIRADO",2711689,2.92e+08,1240324,2,2.8,275.44252537061,15.4,8.22771576449305
"RETIRADO",7976764,6.52e+08,879226,26,2,189.600999020441,77.5,8.36912683006906
"VINCULADO",150000,8.4e+07,1369255,0,15.5,3.09814188250665,13.6,2.75307492262812
"RETIRADO",4095886,8.3e+07,386911,10,2.8,156.281340421491,33.9,8.37122046635925
"VINCULADO",8318343,5.63e+08,1012956,15,0.3,18.9874266972853,67.4,2.34520125884237
"VINCULADO",4397373,1.43e+08,1858384,43,1.3,54.7596987699984,28.4,2.744644790339
"VINCULADO",3847498,1.019e+09,992561,42,3.9,13.7801293646493,7.9,2.69322567311018
"RETIRADO",187905,8.4e+07,275497,22,15.5,170.391371629408,32.8,8.22366021130197
"VINCULADO",7692134,1.617e+09,2318441,13,0,15.926068179125,73,3.25085673900128
"RETIRADO",7580170,1.684e+09,3105832,10,15.3,192.393606445062,61.1,8.45896277921413
"VINCULADO",6842333,8.46e+08,790771,56,15.4,0,108.3,3.01227253963427
"RETIRADO",1327915,5.71e+08,916885,28,15.6,262.854358716922,0,7.62997755647536
"RETIRADO",7672352,2.71e+08,2490065,35,15.6,265.573826028961,62.2,7.71391376522593
"VINCULADO",150000,1.47e+08,1519701,26,16.9,176.072250235935,12.9,8.21304603894809
"VINCULADO",6389199,1.19e+08,645930,47,1.7,28.6284806472938,85.1,2.94110046361278
"RETIRADO",7568832,5.09e+08,866109,42,1.1,185.082184499614,51.5,8.30533766105358
"RETIRADO",775644,8.4e+07,1726291,43,15.5,163.336080813014,14.3,8.16255323298684
"RETIRADO",3235243,7.06e+08,339376,38,1.2,64.3222359053063,0,9.03802750673123
"RETIRADO",6787699,7.34e+08,379609,23,2.9,300.985148288941,32.2,8.43369339272265
"VINCULADO",3064310,5.55e+08,1832915,15,1.6,198.430866596423,17.6,7.98506063771385
"RETIRADO",7131261,3.96e+08,1924777,26,1.5,154.878014000411,76.1,8.53316211015121
"RETIRADO",3348701,7.04e+08,1982047,33,2.5,239.60294952477,12.6,8.22868002821452
"VINCULADO",7415944,2.02e+08,450433,20,15.4,61.2245779621838,56.8,2.84681181988071
"VINCULADO",150000,7.18e+08,544518,0,16.4,40.0951808392571,31.6,3.48551426533824
"VINCULADO",1855671,1.72e+08,556230,43,15.4,39.2811444607006,4.7,2.11496209338385
"RETIRADO",6410798,3.33e+08,694749,10,2.1,109.615537962014,94.3,7.92983158234208
"RETIRADO",1031115,7.12e+08,3313090,50,14.9,216.838760380843,9,7.64754858055483
"RETIRADO",307592,2.48e+08,2045088,24,16.1,24.9429659228925,9.6,2.88971653723998
"RETIRADO",7680162,1.56e+08,610226,37,15.5,148.525497968043,94.3,7.69910322869963
"VINCULADO",808722,6.69e+08,617717,19,14.3,33.459050227789,32.5,2.90622140619536
"RETIRADO",270257,8.3e+07,1831264,10,13.9,139.711065100315,0,8.23802444854523
"VINCULADO",6793049,6.22e+08,1369609,16,2.2,53.6351641457696,80,2.42615501200666
"VINCULADO",6646889,1.342e+09,2319529,21,1.9,0,70.2,2.81354744815073
"RETIRADO",7912275,3.47e+08,966616,0,16.8,18.3950139969857,59.4,3.0689073302845
"VINCULADO",690213,1.52e+08,363724,31,16.1,174.458749573317,0,7.4522481892965
"VINCULADO",2072903,5.1e+08,600906,47,16.6,16.7692263384173,0,3.33415495523354
"RETIRADO",6664512,1.582e+09,389318,10,17.4,211.607287172601,65.4,8.96861590004697
"VINCULADO",6050424,3.27e+08,606751,15,16.5,33.1115202710171,83.8,2.84808107162784
"RETIRADO",7724774,4.55e+08,2084481,45,16.4,196.4280046895,72.6,8.58693512412826
"VINCULADO",6939321,1.471e+09,2471371,53,14.6,0,54.6,2.86087441199055
"RETIRADO",7290679,1.73e+09,460651,28,2.5,165.662595890798,68.3,8.04135291813381
"VINCULADO",6981653,6.69e+08,1824532,26,1.8,17.5237595183816,51.1,2.12570574483969
"VINCULADO",8170346,1.918e+09,1646018,24,15.7,72.1959001488699,56.4,2.73140551009266
"RETIRADO",1394365,3.03e+08,680411,4,16.9,238.517746988163,28.9,8.39621195504754
"VINCULADO",3651666,7.74e+08,1089712,12,0.4,0,0.5,2.23379486894187
"VINCULADO",7267693,1.663e+09,409176,28,1.2,12.3636398120263,83.5,2.70401667227036
"VINCULADO",7705923,3.06e+08,375442,14,16.1,0,60.7,2.70850936127586
"RETIRADO",3624900,8.98e+08,411292,45,2.1,133.479140973549,29.7,8.26104413867126
"VINCULADO",7180263,5.87e+08,1341585,0,14.6,71.92899007071,72.1,2.40886789818466
"VINCULADO",6916391,5.79e+08,2684451,28,17,0,66.6,1.36258302481151
"VINCULADO",6959587,4.2e+08,2334963,9,16.5,27.9937661224071,80.4,2.95732048815718
"RETIRADO",8058369,1.688e+09,1787697,3,16.3,184.606254625515,85,8.76656852494136
"VINCULADO",1535951,3.56e+08,1929941,0,15,3.40862901575814,27.7,3.0044432922774
"VINCULADO",8202583,1.725e+09,784997,14,16.9,0,86.4,3.17322486813677
"RETIRADO",7773081,1.634e+09,2896103,34,2.2,32.3487138032073,63.5,3.13309350490445
"RETIRADO",7540422,2.26e+08,458015,19,15.9,266.183935965322,72.6,8.25308014331721
"RETIRADO",3707161,4.08e+08,2032414,0,3.1,196.004610667988,2,8.27813548402455
"RETIRADO",7364586,1.24e+09,772111,46,15.5,179.281268075271,59.3,7.95470291027301
"VINCULADO",3559356,2.14e+08,401297,16,0.9,257.317312036537,7.6,8.30117143659596
"RETIRADO",4868580,8.42e+08,510067,27,1.7,220.650517590559,14.3,8.20807459563446
"RETIRADO",7602536,2.22e+08,502119,42,16.8,123.440373684539,68,8.12243639896021
"RETIRADO",7171626,6.3e+08,1201446,52,1.5,30.3145236865006,43.7,2.13823407260207
"VINCULADO",7532853,8.6e+07,3074500,14,15.3,67.2759127951743,59.3,2.31289694462124
"RETIRADO",1342723,8.76e+08,448358,38,15.7,265.521912239722,5,8.12051749125626
"RETIRADO",2237069,4.45e+08,1698251,45,1.9,218.90054134312,24.2,8.27441511061205
"VINCULADO",1357802,2.85e+08,342726,23,15.8,20.4294682865866,7.4,2.39070890812186
"VINCULADO",3948509,8.84e+08,2330525,38,2.9,47.5484864319703,16.1,2.61939242724275
"VINCULADO",3627430,7.53e+08,2016461,21,1.8,10.453868837441,6.7,8.20110434684353
"VINCULADO",7082858,1.51e+08,523924,16,15.9,0,65.1,2.49209495572159
"VINCULADO",8236647,2.02e+08,716358,30,15.9,20.2149809157768,102.5,2.98943548318465
"VINCULADO",3499750,7.44e+08,1962712,20,2.6,0,6.3,2.4753939529103
"RETIRADO",7023868,5.91e+08,765536,25,16.8,183.859064833134,48.3,8.16373639904858
"VINCULADO",408976,8.03e+08,344053,37,16.8,16.9960210778641,12.9,2.79442647912932
"RETIRADO",925492,9.57e+08,1034955,20,16.9,230.93190408375,13,7.91058629230166
"VINCULADO",1443288,4.41e+08,419591,0,16.8,0,33.7,1.8193722922118
"VINCULADO",3297641,5.27e+08,2349820,49,0,35.4908453838597,23,2.60986267529929
"RETIRADO",7108109,7.02e+08,924170,10,15.2,165.77528777166,63.2,8.02794628430779
"RETIRADO",7992069,1.902e+09,799547,24,15.6,138.716672292514,82.8,8.14681934138578
"VINCULADO",6751498,1.05e+08,1546484,32,17.5,30.0832552762039,65.9,3.48338179505879
"RETIRADO",7003381,5.82e+08,866893,36,2.7,257.241262351824,69,7.83789673681009
"RETIRADO",7298286,3.56e+08,1466107,2,14.8,204.09423636175,84.6,8.19448814105581
"VINCULADO",1160613,1.099e+09,1240484,41,15.5,0,13.1,2.8217687247741
"RETIRADO",8590960,1.767e+09,2034863,13,14.6,164.882716549267,93.3,8.5897698670482
"VINCULADO",1207436,6.14e+08,365385,0,16.7,0,7.4,1.47563204509224
"RETIRADO",6976087,2.23e+08,1944366,43,16.6,187.343438389673,88.1,8.38164510469195
"RETIRADO",1954105,1.56e+08,1914136,51,16.2,204.709907113229,3.9,8.12175084674545
"VINCULADO",2940476,9.28e+08,2079987,36,0,16.6204273657395,5.5,3.29929937513905
"RETIRADO",4121888,6.89e+08,1796667,23,3,333.73212902965,21.6,8.66094025953698
"RETIRADO",6888395,5.75e+08,2186916,36,3.1,163.212030979937,83.2,8.27944989141361
"RETIRADO",3058458,4.52e+08,1356928,23,3.5,163.401756996875,23.8,7.25113522330623
"RETIRADO",7294559,1.491e+09,1829545,49,1.9,174.019943533182,73.6,7.88606954145193
"VINCULADO",2460583,5.29e+08,1121473,3,2.1,0,6.5,3.00816517586072
